certeza_disc_clas_1,certeza_disc_clas_2,certeza_disc_clas_3,certeza_ofens_clas_1,certeza_ofens_clas_2,certeza_ofens_clas_3,comment,date,disc_clas_1,disc_clas_2,disc_clas_3,id_autor_1,id_autor_2,id_autor_3,keyword,ofens_clas_1,ofens_clas_2,ofens_clas_3,source,odio
5.0,4.0,4.0,5.0,4.0,5.0,Pessoal qual a diferença entre o bode e à mulher,2020-09-21T17:46:21Z,1.0,0.0,1.0,-MbnAwu-VfQlCPkdYOOu,-MbqOQINjcp6B5uYdNQt,-Mbvm18G4UoNUkIp6Lss,social arts,1.0,1.0,1.0,Youtube,0
3.0,1.0,-1.0,3.0,4.0,5.0,Que nojo. Você deveria se envergonhar,2020-11-04T09:03:56Z,1.0,0.0,0.0,-MbqEhLQ5DHE4JKVnSYz,-MbqZjI3UWwChBjZCt2R,-MbrwCpoEwMDsjEKd8kI,mariana_ferrer,1.0,1.0,0.0,Youtube,0
5.0,5.0,-1.0,5.0,5.0,5.0,O único convencimento q se pode ter é q o feminismo é uma farsa. Dividir para conquistar.,2018-12-19T21:42:41Z,1.0,1.0,0.0,-MbnRq_8-KGa0mMvxmMg,-MbnXUbNd-VJd4tmxCni,-MbrsELB0I55Vvy7o5Rr,mansplaining,1.0,1.0,0.0,Youtube,0
-1.0,-1.0,-1.0,5.0,4.0,4.0,Concordo não é fácil. Vc fica doente juntos verdade meu Deus 😔,2020-09-05T05:58:45Z,0.0,0.0,0.0,-MbxDgsK_XrXhCr_aRyN,-MbxR2jF_ZAC0VRKQZRK,-Mbz3unXq9qSRZQch4Jz,todo_dia_podcast_mgtow,0.0,0.0,0.0,Youtube,0
5.0,-1.0,5.0,5.0,3.0,5.0,"Eu tava dormindo la e fui abusada"" a forma como você falou, vc falou q ela estava dormindo e foi estuprada. Como uma pessoa consente dormindo? No video inteiro concordo com voce que voce nao fez apologia ao estupro, porem o exemplo que voce deu eh de um estupro.",2020-11-06T03:58:12Z,1.0,0.0,1.0,-MbqOQINjcp6B5uYdNQt,-MbrjBvRQsrGBnjBV0el,-Mbv7Eh5JnWbOqkhbyoX,estupro,1.0,0.0,1.0,Youtube,0
-1.0,-1.0,-1.0,5.0,5.0,4.0,Bruno  vc parece alto. Qual sua altura? E no vídeo vc parece bem fotogênico..,2020-08-30T12:56:58Z,0.0,0.0,0.0,-MbxwBgMi0dihk4988j4,-Mby8WFORGqEQlxSAEqL,-MbyWdo8lBX03o2a9SPO,social arts,0.0,0.0,0.0,Youtube,0
5.0,-1.0,5.0,5.0,5.0,5.0,"Cara eu peguei uma mulher Top nota 10!!!Mas, quando eu já tava engajado até o pescoço , acabei descobrindo que ela não valia nem nota 5!!!",2018-09-01T00:17:42Z,1.0,0.0,1.0,-MbrqOzApY1vadTri7po,-MbxZSdP0MH4BGLg_C3P,-Mc-AdEK4JONGCFDlQqS,social arts,1.0,0.0,1.0,Youtube,0
-1.0,-1.0,-1.0,5.0,5.0,5.0,Ótima live. 👏👏,2019-04-29T15:56:32Z,0.0,0.0,0.0,-MbxpeKlWfsoFtWZZ-hH,-Mc-TQfO8-76p-icY3kv,-Mc00WyNDQf2yuJjt9v8,todo_dia_podcast_mgtow,0.0,0.0,0.0,Youtube,0
-1.0,3.0,-1.0,2.0,3.0,3.0,"A.A., então vc fez essa entrevista com essa karen,  por vingança contra a vítima pq vc se desentendeu com a mãe dela??? Deixando de seguir!! O canal perdeu TODA a credibilidade!!!",2020-11-05T23:46:42Z,0.0,1.0,0.0,-MbnPhClkI8FCRLhRk91,-MbqxblSgAAdbAyUkN6O,-Mbrs84Cba7nqu7R2iaB,mariana_ferrer,0.0,1.0,0.0,Youtube,0
-1.0,-1.0,-1.0,4.0,5.0,3.0,"Ficante nem entra no mérito, estas transam mesmo sem pudor com outros(ja grampiei e constatei em duas), ficante não dê valor.
Se mantenha  como gostas, se é traidor abra o jogo para relacionamento aberto. Se você não trai, jamais aceite traição!
Trair não tem perdão! 
E pergunto é mais facil mulher conseguir homem, ou homem conseguir mulher? Você acha mesmo que a hipergamica não vai trair?",2020-04-11T22:00:03Z,0.0,0.0,0.0,-MbnBaGHqzS2uoTDySPa,-MbsyXjG907odtvkcfkr,-MbxbdnKnFKmGemq0-CH,social arts,0.0,0.0,0.0,Youtube,0
3.0,2.0,-1.0,4.0,2.0,5.0,"Tmj meu irmão, entendi perfeitamente seu ponto de vista e tive uma conversa séria com minhas filhas exatamente sobre isso... A que se ter responsabilidade em se preservar, mulher não tem que ir pra quarto de motel ou casa de namorado dizendo que não sabe o que vai acontecer",2020-11-04T21:30:18Z,0.0,1.0,0.0,-MbnK3Ms5RiB8GU6aX8v,-MbqhsIlN328O3c2a8SI,-MbrsELB0I55Vvy7o5Rr,estupro,1.0,1.0,0.0,Youtube,0
5.0,5.0,5.0,5.0,5.0,5.0,Se fudeu,2020-11-05T00:07:07Z,0.0,0.0,0.0,-MbxQNt9gi71D85jH_Oa,-MbxZgJQRd2rvR572lAs,-Mc-j7_05KwMyvUTJ0d0,estupro,1.0,1.0,1.0,Youtube,0
5.0,-1.0,3.0,5.0,5.0,5.0,Quem acha que o C.R. é um bosta CURTE AÍ,2020-11-04T20:00:30Z,0.0,0.0,0.0,-MbmHEtzaNiziL75Q0Zt,-MbrXeGPm84uPDqKwzsp,-MbxwBgMi0dihk4988j4,estupro,1.0,0.0,1.0,Youtube,0
-1.0,5.0,4.0,5.0,5.0,4.0,DEPOIS DO ELENÃO ELA ACABOU E SÓ VEM FAZENDO MERDA PÉSSIMA ATRIZ,2018-12-19T16:18:34Z,0.0,1.0,1.0,-MbqDK1gWC5iKHa3elhJ,-MbtBeBpq2VD1GIwsVb1,-MbxDfDHP17gGAV8e_LN,mansplaining,0.0,1.0,1.0,Youtube,0
5.0,-1.0,-1.0,3.0,4.0,1.0,Mas como se o exame toxicológico já provou que ela não estava dopada,2020-11-05T11:13:23Z,1.0,0.0,0.0,-MblUxBdpIsRNmBAoqu1,-MbqdEbbVvhNl-NWuL3B,-Mbqu2rj29oHPs2nSPQL,estupro,1.0,0.0,0.0,Youtube,0
5.0,5.0,5.0,5.0,5.0,5.0,São tão baixas que ofensa e elogio . Melhor ignorar. Aliás que nome de bosta e esse Kefera . Parece nome de gente doente.,2018-12-18T06:30:27Z,1.0,1.0,1.0,-MbsIVH0rue9VWDweoXp,-MbxerI0p-uyrxvRGi1j,-MbxzA80JzT66t0DGWr_,mansplaining,1.0,1.0,1.0,Youtube,1
-1.0,-1.0,-1.0,5.0,5.0,5.0,Pobre BRASIL  !No esporte também.,2020-10-17T16:18:40Z,0.0,0.0,0.0,-MbrkPTXKLxU10iufojB,-MbrmfdOVcUG3tVWF68u,-MbxGWjU1M1ieXKUkF_T,estupro,0.0,0.0,0.0,Youtube,0
-1.0,-1.0,-1.0,5.0,4.0,4.0,Somente discordo do comportamento do advogado de defesa do acusado que constrangeu a jovem na audiência on line...jogou baixo...ELE que deve ser punido...,2020-11-04T21:31:54Z,0.0,0.0,0.0,-MbqRuBKZkjUNTFXbZ8f,-MbuFgazPlTfz48LJmWu,-MbvayNLY3u5jjBDvoha,estupro,0.0,0.0,0.0,Youtube,0
-1.0,5.0,5.0,5.0,5.0,3.0,Homem tem que se barbear com navalha rapaz. Que mané Prestobarba kkkk,2020-12-28T04:36:26Z,0.0,0.0,0.0,-MbsfBNvO74226n0H_OZ,-Mbv2ckLBnwFem-WJcMT,-MbxD8Skb8CYuJOwMH6V,social arts,0.0,1.0,1.0,Youtube,0
-1.0,-1.0,-1.0,5.0,3.0,5.0,Começa em 02:17,2020-11-04T00:37:17Z,0.0,0.0,0.0,-MbxjBbcl95XlU7XFkkn,-MbxwBgMi0dihk4988j4,-Mc-SEEZQx0E0olwCQ30,mariana_ferrer,0.0,0.0,0.0,Youtube,0
-1.0,-1.0,5.0,5.0,3.0,4.0,"⠀⠀⠀⠀⡀⠀⠀⠀⠀⠀⠀⠀⠀⢀⠀⠀⠀⠀
⠀⠀⠀⢰⣇⠀⠀⠀⠀⠀⠀⠀⠀⣸⡆⠀⠀⠀
⠀⠀⠀⠘⣿⣷⢤⣤⣤⣤⣤⡤⣾⣿⠃⠀⠀⠀
⢤⣶⣾⣿⡿⣫⣿⣿⣿⣿⣿⣿⣝⢿⣿⣷⣶⡤
⠀⠈⠉⠉⢰⣯⡙⣿⣿⣿⣿⢋⣽⡆⠉⠉⠁⠀
⠀⠀⠀⠀⠀⠻⣿⣿⣿⣿⣿⣿⠟⠀⠀⠀⠀⠀
⠀⠀⠀⠀⠀⠀⢈⣿⣿⣿⣿⠁⠀⠀⠀⠀⠀⠀
⠀⠀⠀⠀⠀⠀⠏⡍⣿⣿⢩⠹⠀⠀⠀⠀⠀⠀
⠀⠀⠀⠀⠀⠀⠀⠙⠃⠘⠋⠀⠀⠀⠀⠀⠀⠀",2020-08-29T04:33:00Z,0.0,0.0,1.0,-MbrWRtfspyzyNTLshda,-MbxdnTMqmzWC8Oo7quH,-Mby8WFORGqEQlxSAEqL,todo_dia_podcast_mgtow,0.0,0.0,1.0,Youtube,0
5.0,5.0,-1.0,5.0,4.0,1.0,Nao precizamos de mulher para viver nem para ser feliz.,2019-04-11T00:42:28Z,1.0,1.0,0.0,-Mbxkq9I9x2_dYv8bZft,-MbyvprYZs15oYoU8G-A,-Mc-ixsCyG0Qo-X-rGIn,todo_dia_podcast_mgtow,1.0,1.0,0.0,Youtube,0
-1.0,-1.0,-1.0,5.0,5.0,5.0,Wil entrevista um cara com fobia social e derivados seria interessante.. tenho a 10 anos essa droga e posso dar certeza que muitas vezes preferiria ter um câncer ou algo do tipo deque essa droga de problema mental é um dos piores transtornos pra se ter ...,2020-09-20T04:03:59Z,0.0,0.0,0.0,-Mbqu2rj29oHPs2nSPQL,-MbsdcZEzUWjvmYmCFHA,-MbuaU2ZLXq3duWReTEa,todo_dia_podcast_mgtow,0.0,0.0,0.0,Youtube,0
1.0,4.0,3.0,4.0,4.0,3.0,"Precisamos de um deputado federal MGTOW, ou melhor uma bancada MGTOW.",2019-04-05T18:18:00Z,1.0,1.0,1.0,-MbmJPc5ZRF_zSAxPQKa,-MbpMNCLRNFHyqW79mr0,-MbqQtXIselC0XsoDZn7,todo_dia_podcast_mgtow,1.0,1.0,1.0,Youtube,1
-1.0,-1.0,-1.0,5.0,5.0,5.0,só papo reto na lata ...,2020-12-07T22:42:03Z,0.0,0.0,0.0,-MbqE9E88qWpTgHvdYqC,-MbxCpP1KXZaNjwQWPJ5,-MbxrbzvQ83T1u3W5tHF,social arts,0.0,0.0,0.0,Youtube,0
-1.0,-1.0,-1.0,1.0,4.0,5.0,"Que comentário sobre o estupro, parabéns! Vc esta a passos largos rumo a idade da pedra.",2020-11-04T18:22:15Z,0.0,0.0,0.0,-MbqHpEUMADtFHR3ci3y,-MbqhsIlN328O3c2a8SI,-MbxczFAxbl1H3PV0sGG,estupro,0.0,0.0,0.0,Youtube,0
-1.0,3.0,-1.0,5.0,3.0,5.0,O Professor Paulo defendeu o posicionamento da Kéfera no vídeo que fez dela e não a chamou de burra. Nos casos de misoginia que ele é acusado concordo que o mesmo deve se retratar.,2018-12-20T03:10:54Z,0.0,0.0,0.0,-MbvglwFD4lFv_4DrOh7,-MbxF-bKpLHpPKYTh_fO,-MbxEFbI4SXJ4zhlUWb0,misoginia,0.0,1.0,0.0,Youtube,0
-1.0,-1.0,-1.0,5.0,5.0,5.0,Fala Brunão 🙋🏻,2019-12-21T00:17:17Z,0.0,0.0,0.0,-MbsIVH0rue9VWDweoXp,-Mbw9fVo-PcaZV-qN7Aw,-MbxZSdP0MH4BGLg_C3P,social arts,0.0,0.0,0.0,Youtube,0
3.0,-1.0,3.0,3.0,3.0,4.0,PQP É A PRIMEIRA VEZ QUE EU VEJO UM CARA DEPRIMIDO PQ PEGA MULHER PRA CARAI. KKKKKKKKKKKKKK,2020-09-06T13:26:05Z,0.0,0.0,1.0,-Mbn_Gx2285AJk-qpMHt,-MbpxGPiip0WCKKay75Y,-MbxGsEespP2EnnZ05Mk,todo_dia_podcast_mgtow,1.0,0.0,1.0,Youtube,0
4.0,5.0,5.0,5.0,5.0,5.0,E homem tá querendo mulher conservadora? Eles querem essas aparecidas de Instagram,2021-01-11T09:51:17Z,1.0,1.0,1.0,-MbrH9g8Zs4IGqgYYFgX,-MbrqOzApY1vadTri7po,-MbtBcDnERcVfOzMaRPV,social arts,1.0,1.0,1.0,Youtube,1
-1.0,4.0,-1.0,5.0,5.0,5.0,Precisamos de mulher  inteligente e libertária  no poder que  nos protejam r nos defendam.  Devemos criar uma associação  ou sindicato  das mulheres.,2020-11-05T01:34:54Z,0.0,0.0,0.0,-MbqPW-JcyOsuImLUt14,-MbwEpqUjqTrGEKdYDP4,-Mbwf6YjMHV51VivG3ki,mariana_ferrer,0.0,1.0,0.0,Youtube,0
5.0,5.0,5.0,5.0,5.0,5.0,"SÓ PRA COMEÇAR....QUE NOME É ESSE?????    ISTO É NOME DE GENTE????.......SE FOR DE ALGUM ANIMAL POBREZINHO DO ANIMAL.......O NOME DELA É TÃO RIDÍCULO QUANTO ELA!!!!.........QUE IDIOTA, UM HOMEM NÃO PODE DIRIGIR A PALAVRA A ELA....QUEM É ESSA PESSOA???? ISSO É GENTE?????  DE QUAL PLANETA ELA VEIO?????   DEVE TER VINDO DO INFERNO....!!!",2018-12-20T01:08:07Z,1.0,1.0,1.0,-MbthTG6yXmDmkq5J-Df,-MbxQNt9gi71D85jH_Oa,-MbxpeKlWfsoFtWZZ-hH,mansplaining,1.0,1.0,1.0,Youtube,1
-1.0,5.0,5.0,2.0,5.0,5.0,"Muitas mulheres reclamaram do comportamento ridículo da Kéfera, elas tbm são choronas?Acho q não teve nem homem e nem mulher chorando, a única coisa que eu vi foi a Kéfera falando bosta!",2018-12-18T12:43:07Z,0.0,1.0,1.0,-MbqEgbOcxDww8UtZwJm,-MbxEFbI4SXJ4zhlUWb0,-MbxP-J0aFIq1Z8GQuox,mansplaining,0.0,1.0,1.0,Youtube,0
3.0,3.0,-1.0,5.0,5.0,3.0,Vc esta pirando ....jogada de marketing se posicionando contra para ficar na miséria....se toca.. volta para terapia....,2020-11-04T23:31:19Z,0.0,1.0,0.0,-Mbqw8qjbWOJ74jVtBtM,-Mc-9KaFMzvaxXEkQ6M-,-Mc-AdEK4JONGCFDlQqS,mariana_ferrer,1.0,1.0,0.0,Youtube,0
-1.0,-1.0,-1.0,5.0,5.0,5.0,"não acredito que ela esta defendendo o estrupador, mano e o advogado falou tanta bosta pra ela e o juiz não fez nada QUE ABSURDO ISSO ,49minutos e 42 segundos de total desgosto , a palavra de uma mulher estrupada não é suficiente? mano como pode uma coisa dessa , mano o q tem a ver com o estrupo a fts delas? ROUPA NÂO È CONVITE PARA SER ASSEDIADA OU ESTRUPADA, FOTOS SENSUAIS NAO SÃO CONVITE PARA SER ESTRUPADA, SE FOSSE UM PARENTE MEU Q TIVESSE ESTRUPADO UMA MULHER EU IA PENSAR A MSM COISA",2020-11-04T16:31:50Z,0.0,0.0,0.0,-MbpxGPiip0WCKKay75Y,-MbqoxoPiuvsFgSwjDZN,-MbrhfgmChgwkLoraoUy,mariana_ferrer,0.0,0.0,0.0,Youtube,0
5.0,-1.0,-1.0,4.0,5.0,5.0,Eu sou mulher e gosto devagar não gosto com força tem cara que dá uma pausada com muita força e eu sou baixinha e muito desconfortavel,2020-09-02T21:17:41Z,0.0,0.0,0.0,-MbqGraEbgzpwZL8tMEZ,-MbqIRWT5AE23iVM0s09,-MbqQCBgv3GE92dQ04C2,social arts,1.0,0.0,0.0,Youtube,0
5.0,5.0,-1.0,5.0,5.0,5.0,Eu sempre achei q essa moça deu um tiro no pé ...ela acusou visando algo e a coisa desandou e tomou outra proporção ....deve ter se arrependido pois ela sabe q nunca foi estuprada,2020-11-06T19:56:47Z,1.0,1.0,0.0,-MbxDIMf9wNciFSr-vcM,-Mc-rW9bLdwRXbvNnD-A,-Mc08O3pHsxOxM-Pe2ld,mariana_ferrer,1.0,1.0,0.0,Youtube,0
-1.0,-1.0,5.0,5.0,5.0,5.0,Que horror 😱 essa Karen quer o que?,2020-11-05T09:51:56Z,0.0,0.0,0.0,-MbyU_9ICC9S4SAhYu6g,-MbzwS_o-uV4Sgz9RRis,-Mc-S2ENGoaw8UJ7KIYL,mariana_ferrer,0.0,0.0,1.0,Youtube,0
-1.0,-1.0,-1.0,5.0,3.0,5.0,Coitada dessa jovem. Que postura ridícula desses homens,2020-11-04T17:28:10Z,0.0,0.0,0.0,-MbrXeGPm84uPDqKwzsp,-MbxLJj4LsbdXk2k9rqT,-MbxuVMZlRGcTJXPFUxX,estupro,0.0,0.0,0.0,Youtube,0
-1.0,-1.0,5.0,3.0,4.0,5.0,"Quando a Maria do Rosário estava protegendo um estuprador, isso não era apologia estuprador? pelo amor de Deus, esses caras estão passando de todos os limites, estou com você Rodrigo.",2020-11-04T22:36:06Z,0.0,0.0,1.0,-MbscIym2usI22M4MWjl,-MbwzEn62V1YK7pWDUS1,-MbxCvbXiZ7ORrPKHg53,estupro,0.0,0.0,1.0,Youtube,0
-1.0,4.0,-1.0,5.0,4.0,3.0,"Sou teu fã, para mim vc cometeu um erro: comentar sobre oq não estava inteiramente a par dos fatos.",2020-11-04T21:14:29Z,0.0,0.0,0.0,-MbqExBzak1lkTI0Js6V,-Mc-_Sr7nY5oulkf6KxA,-Mc-eyd8_vMbUAHgtGcC,estupro,0.0,1.0,0.0,Youtube,0
-1.0,5.0,5.0,2.0,5.0,5.0,"Melancia não se come sozinho pessoal, outra coisa a vida e só uma... se vc vai trair a sua mulher conversa com ela antes e capaz dela deixar pra não te perder, ou ela muda pra não deixar acontecer....",2020-04-05T05:08:10Z,0.0,1.0,1.0,-Mblcn8t8sCglqHHjOGW,-MbqEgbMWf38fytXXzRW,-MbqJgeae6gGxA3nLXz_,social arts,0.0,1.0,1.0,Youtube,0
-1.0,5.0,4.0,1.0,5.0,3.0,mulher ma0ria s0.que dinheiro,2019-11-17T07:16:03Z,0.0,1.0,1.0,-MbqDiVyGQ0Dm8o76g4g,-Mbv2ckLBnwFem-WJcMT,-MbwnHZfi5PYc9yI6cWn,social arts,0.0,1.0,1.0,Youtube,0
-1.0,-1.0,-1.0,5.0,5.0,5.0,"Acho a Sônia certíssima, muita gente pensa mas não fala.",2020-11-04T00:21:09Z,0.0,0.0,0.0,-MbxpWLZZlw_ZmBx1wPF,-MbzhEj9B6P2xwU8MUUf,-Mc-AdEK4JONGCFDlQqS,mariana_ferrer,0.0,0.0,0.0,Youtube,0
-1.0,-1.0,-1.0,4.0,3.0,3.0,Justi$$a bra$ileira...,2020-11-03T21:33:43Z,0.0,0.0,0.0,-MbqEjAKZzQ_0V_oJtAX,-MbuXC4EWC4UY-9h_s8Q,-MbxF-bKpLHpPKYTh_fO,estupro,0.0,0.0,0.0,Youtube,0
-1.0,-1.0,-1.0,5.0,5.0,5.0,"Eu acho que a mulher perde o interesse quando ela acredita que a relação não tem mais solução, quando ela perde a admiração que tem pelo homem, quando ela começa a se perguntar o que eu to fazendo com essa cara? Dai ela ja acordou da paxonite.",2020-12-21T13:54:46Z,0.0,0.0,0.0,-MbqBCys-DBoPPT5Ja7Y,-MbqfWFCIlty9I7Faa1I,-Mc-GoTgwNBiZX6vXEpi,social arts,0.0,0.0,0.0,Youtube,0
-1.0,5.0,-1.0,5.0,5.0,3.0,32:33 Bruno abril o coração kskskks,2020-10-02T03:28:27Z,0.0,1.0,0.0,-MbxCpLCV0T1V7o0TS8U,-Mc0367bpreQEL8Wc70S,-Mc050LknV09IfCnA9OJ,social arts,0.0,1.0,0.0,Youtube,0
-1.0,-1.0,-1.0,5.0,4.0,4.0,"NÓS MULHERES TAMBÉM ASSISTIMOS SEU CANAL BRUNO, NÓS APRENDEMOS TAMBÉM.",2020-08-11T07:49:49Z,0.0,0.0,0.0,-Mbm3Wzu2Ar9b0o6YDjX,-MbqEafgFU-G5c5Nz-z4,-MbqsCW-wO5sxRDQKD2r,social arts,0.0,0.0,0.0,Youtube,0
5.0,1.0,-1.0,3.0,3.0,5.0,"A.A. , como sempre , mulher corajosa e aguerrida! Eu já havia vistos esses vídeos , e lidos algumas declarações do processo , e não vi nenhuma prova de estupro , muito pelo contrário .",2020-11-04T01:42:55Z,1.0,1.0,0.0,-MbxLJj4LsbdXk2k9rqT,-Mbxtckh3x1C80isLbeo,-MbzwS_o-uV4Sgz9RRis,mariana_ferrer,1.0,1.0,0.0,Youtube,0
-1.0,-1.0,-1.0,3.0,3.0,5.0,1:23:59 tiro de festim 😂😂😂,2019-10-15T21:41:25Z,0.0,0.0,0.0,-MbsUjPT-4_jVz8pDB0K,-Mbtic3jdwXfqiqEElae,-MbxdVsM6FDsU7QKtPhN,todo_dia_podcast_mgtow,0.0,0.0,0.0,Youtube,0
5.0,5.0,3.0,5.0,5.0,5.0,"Imagina se essa lei 4286/20 que vai entrar em votação, passar. O cara vai ter medo de falar até com mulher estranha, correndo risco de ser chantageado, extorquido ou preso por Maria da  Penha, será o fim!",2020-09-23T08:41:28Z,1.0,1.0,1.0,-MbnH0GXzQiohGz0h3qm,-MbtBcDnERcVfOzMaRPV,-MbuaU2ZLXq3duWReTEa,todo_dia_podcast_mgtow,1.0,1.0,1.0,Youtube,1
-1.0,-1.0,-1.0,5.0,4.0,5.0,Ele  é o melhor  aqui      mais tem uns cara maneiro  também...,2020-04-15T13:34:52Z,0.0,0.0,0.0,-MbqoXZpu4euhE0hSYj4,-MbrRHi-Zqp0G3EQOo6d,-MbxEfws2T2wtVJO_l1z,social arts,0.0,0.0,0.0,Youtube,0
2.0,-1.0,-1.0,2.0,5.0,5.0,Live show de bola cara !,2021-01-11T03:00:44Z,1.0,0.0,0.0,-MbqEhLQ5DHE4JKVnSYz,-Mbw60jR_swWQD5ldE6c,-MbwOjavBxxAIu4GQraF,social arts,1.0,0.0,0.0,Youtube,0
5.0,5.0,5.0,5.0,5.0,5.0,"O mais legal foi ver o Garotinho Ixxxpertinho malakoy(do hebraico), ser feito de pano de chão sujo de bosta, por uma feminaze esquizofrenica.",2018-12-18T02:02:34Z,1.0,1.0,1.0,-Mc-j7_05KwMyvUTJ0d0,-Mc-wF4Go69TwDAy-3rl,-Mc0491fiEFTqCW_Fp_w,mansplaining,1.0,1.0,1.0,Youtube,1
-1.0,3.0,-1.0,4.0,4.0,5.0,"O Wilton foi esperto e tirou mais da metade da live, se aquela parte ficasse, já teria uns 20 processos a caminho no mínimo kkkk",2020-10-14T12:39:21Z,0.0,1.0,0.0,-MbsNVT8FrM1E2bRVG3z,-Mbz_hU7vNOrQI9fNqSz,-Mbzj1fswPSCTjCrt3Jm,todo_dia_podcast_mgtow,0.0,1.0,0.0,Youtube,0
-1.0,5.0,-1.0,5.0,5.0,4.0,Vergonha A.A. !!,2020-11-05T02:10:26Z,0.0,1.0,0.0,-MbsWC0vHjUsEAefWuPI,-MbxpWLZZlw_ZmBx1wPF,-Mc-J1eYfFAelKzb1KNR,mariana_ferrer,0.0,1.0,0.0,Youtube,0
-1.0,-1.0,-1.0,5.0,5.0,4.0,"Mano não sei nem o que fala nao consegui nem termina de  ouvi as baboseiras que ele tava falando,e muito fácil falar, julgar quando não e com agente ne",2020-11-04T20:41:33Z,0.0,0.0,0.0,-MbnBaGHqzS2uoTDySPa,-MbxOCf0ZAIewYlHZozE,-MbxPhwO1bL7z7oJezrK,estupro,0.0,0.0,0.0,Youtube,0
-1.0,-1.0,-1.0,5.0,3.0,5.0,Dou risada de vc irmão.Vc e engracadokkkkkk,2019-06-10T07:41:03Z,0.0,0.0,0.0,-MbxDAuKOgpRolJ2nPTp,-MbxX9ZHV1AnIZytOW8y,-Mc-2XumHUU6zakfZuWA,todo_dia_podcast_mgtow,0.0,0.0,0.0,Youtube,0
-1.0,-1.0,-1.0,5.0,5.0,5.0,"Gosto de voce BRUNO, voce e um cara que vive o que ensina. show de bola.",2020-03-20T16:11:59Z,0.0,0.0,0.0,-MbrsELB0I55Vvy7o5Rr,-MbxGAT0Ig1pl0BZAUzi,-MbxUmkmZMQNJhHOGvSq,social arts,0.0,0.0,0.0,Youtube,0
-1.0,-1.0,3.0,5.0,3.0,3.0,"Eu concordo plenamente com esse negócio de não chegar em mulher de lugares que vc ""convive"". E se rolar alguma coisa, tenha jogo de cintura de não deixar ficar sério, pente e rala e já era. Mais que isso é perdição rs",2020-04-24T15:01:40Z,0.0,0.0,0.0,-MbwVKyQu7-Bn9nXZp1S,-Mby4DsT4ZFmbqJAyhhU,-Mc-2OIc1qYiZEzOUQnB,social arts,0.0,0.0,1.0,Youtube,0
5.0,4.0,5.0,5.0,3.0,5.0,"O Intercept quis lacrar com o ""lacre"" alheio ... Feminazis não resistem a vitimização oportuna , e condenação do hétero macho fascista opressor . Leiam : Libido Dominandi Libertação Sexual e Controle Político .",2020-11-16T04:55:57Z,1.0,1.0,1.0,-MbnV1_8gzyVJB32KeYT,-MbnbUUshG7iXYmI7EVJ,-MbwFlvyJZuIQv7xwQVh,mariana_ferrer,1.0,1.0,1.0,Youtube,1
-1.0,-1.0,-1.0,5.0,5.0,4.0,Adorei o programa de hoje. Ri muito. Sou gaúcha e a imitação foi perfeita!!!,2018-12-18T10:39:48Z,0.0,0.0,0.0,-MbrKzF8ngfyqAPWfsXS,-MbrSsjwEb_uGDpcjomk,-MbwnHZfi5PYc9yI6cWn,mansplaining,0.0,0.0,0.0,Youtube,0
1.0,5.0,2.0,5.0,4.0,5.0,"1:09:49 é um desastre

Adjetivação barata

Baixo calão

""Cu de bêbado não tem dono""

Idiota",2020-11-04T20:55:59Z,0.0,0.0,0.0,-MbsIVH0rue9VWDweoXp,-MbsY84ofj4T-lMFKGQ_,-MbxCmhW0vnh1JpZLxLr,estupro,1.0,1.0,1.0,Youtube,0
-1.0,-1.0,-1.0,5.0,5.0,4.0,"Muito bom saber os dois lados da história para tirarmos nossas conclusões e formarmos nossa opinião e não virar massa de manobra, levantando bandeira de coisa que a gente ouve falar, mas não sabe por completo. Parabéns A.A. pela ótima entrevista!",2020-11-06T22:39:54Z,0.0,0.0,0.0,-MbrOtpTLDyCIXXqMS8s,-MbxDWSs3XNExCz9qilo,-MbxZPpURPHsm9HeFJgD,mariana_ferrer,0.0,0.0,0.0,Youtube,0
-1.0,-1.0,-1.0,1.0,2.0,3.0,Suas teorias são baseadas nas obras de nahassan Alita e Rollo Tomassi  ? RIGHT ?,2020-12-26T06:17:13Z,0.0,0.0,0.0,-MbxTZKX4pJJ_c4RjZFB,-Mbxfpgiycf6g3-kYaXv,-Mc-_Sr7nY5oulkf6KxA,social arts,0.0,0.0,0.0,Youtube,0
-1.0,-1.0,-1.0,5.0,4.0,4.0,Aí é brabo!!!!,2020-12-15T06:16:35Z,0.0,0.0,0.0,-Mby7JdPNhEjljr2ZPBC,-Mbz3unXq9qSRZQch4Jz,-MbzgVXKDaH4SCAKOAZi,todo_dia_podcast_mgtow,0.0,0.0,0.0,Youtube,0
3.0,4.0,5.0,2.0,4.0,5.0,"falou muito, mas falou merda kkkkk",2019-02-11T17:16:38Z,0.0,0.0,0.0,-MbqEXm36VhodMJFWW_w,-MbrjBvRQsrGBnjBV0el,-MbwO_m1kBayIL68OM_S,mansplaining,1.0,1.0,1.0,Youtube,0
-1.0,-1.0,5.0,4.0,5.0,5.0,"Traição não tem perdão, traiu uma vez trai sempre experiência própria. Traiu no namoro aí vc casa, e ela trai no casamento.",2018-10-06T00:49:56Z,0.0,0.0,1.0,-MbpMNCLRNFHyqW79mr0,-MbuwFq6JZVXT-jtrF-G,-MbxEPpE9G3yurEWRqa6,social arts,0.0,0.0,1.0,Youtube,0
